1	2025-12-29 11:02:16	BBCA	BID	1	7975	2032000
2	2025-12-29 11:02:16	BBCA	BID	2	7950	4586500
3	2025-12-29 11:02:16	BBCA	BID	3	7925	1500600
4	2025-12-29 11:02:16	BBCA	BID	4	7900	2861900
5	2025-12-29 11:02:16	BBCA	BID	5	7875	362700
6	2025-12-29 11:02:16	BBCA	BID	6	7850	833500
7	2025-12-29 11:02:16	BBCA	BID	7	7825	471000
8	2025-12-29 11:02:16	BBCA	BID	8	7800	2426100
9	2025-12-29 11:02:16	BBCA	BID	9	7775	288000
10	2025-12-29 11:02:16	BBCA	BID	10	7750	395100
11	2025-12-29 11:02:16	BBCA	ASK	1	8000	4402400
12	2025-12-29 11:02:16	BBCA	ASK	2	8025	3194300
13	2025-12-29 11:02:16	BBCA	ASK	3	8050	1564700
14	2025-12-29 11:02:16	BBCA	ASK	4	8075	1968000
15	2025-12-29 11:02:16	BBCA	ASK	5	8100	1667500
16	2025-12-29 11:02:16	BBCA	ASK	6	8125	1501300
17	2025-12-29 11:02:16	BBCA	ASK	7	8150	1215000
18	2025-12-29 11:02:16	BBCA	ASK	8	8175	851700
19	2025-12-29 11:02:16	BBCA	ASK	9	8200	2250400
20	2025-12-29 11:02:16	BBCA	ASK	10	8225	775400
21	2025-12-29 11:02:18	BBRI	BID	1	3770	10606800
22	2025-12-29 11:02:18	BBRI	BID	2	3760	6374000
23	2025-12-29 11:02:18	BBRI	BID	3	3750	9516400
24	2025-12-29 11:02:18	BBRI	BID	4	3740	5545200
25	2025-12-29 11:02:18	BBRI	BID	5	3730	3580600
26	2025-12-29 11:02:18	BBRI	BID	6	3720	2650700
27	2025-12-29 11:02:18	BBRI	BID	7	3710	1629700
28	2025-12-29 11:02:18	BBRI	BID	8	3700	5213400
29	2025-12-29 11:02:18	BBRI	BID	9	3690	1731100
30	2025-12-29 11:02:18	BBRI	BID	10	3680	2413700
31	2025-12-29 11:02:18	BBRI	ASK	1	3780	724200
32	2025-12-29 11:02:18	BBRI	ASK	2	3790	7843800
33	2025-12-29 11:02:18	BBRI	ASK	3	3800	8824400
34	2025-12-29 11:02:18	BBRI	ASK	4	3810	2158000
35	2025-12-29 11:02:18	BBRI	ASK	5	3820	3801600
36	2025-12-29 11:02:18	BBRI	ASK	6	3830	2757300
37	2025-12-29 11:02:18	BBRI	ASK	7	3840	1923100
38	2025-12-29 11:02:18	BBRI	ASK	8	3850	5049200
39	2025-12-29 11:02:18	BBRI	ASK	9	3860	1491800
40	2025-12-29 11:02:18	BBRI	ASK	10	3870	3635800
41	2025-12-29 11:02:19	BMRI	BID	1	5075	1288800
42	2025-12-29 11:02:19	BMRI	BID	2	5050	2222200
43	2025-12-29 11:02:19	BMRI	BID	3	5025	2244000
44	2025-12-29 11:02:19	BMRI	BID	4	5000	5350600
45	2025-12-29 11:02:19	BMRI	BID	5	4990	696800
46	2025-12-29 11:02:19	BMRI	BID	6	4980	552900
47	2025-12-29 11:02:19	BMRI	BID	7	4970	292200
48	2025-12-29 11:02:19	BMRI	BID	8	4960	227900
49	2025-12-29 11:02:19	BMRI	BID	9	4950	2516500
50	2025-12-29 11:02:19	BMRI	BID	10	4940	65700
51	2025-12-29 11:02:19	BMRI	ASK	1	5100	1924600
52	2025-12-29 11:02:19	BMRI	ASK	2	5125	2069800
53	2025-12-29 11:02:19	BMRI	ASK	3	5150	4377100
54	2025-12-29 11:02:19	BMRI	ASK	4	5175	4456500
55	2025-12-29 11:02:19	BMRI	ASK	5	5200	6689800
56	2025-12-29 11:02:19	BMRI	ASK	6	5225	2851300
57	2025-12-29 11:02:19	BMRI	ASK	7	5250	4350600
58	2025-12-29 11:02:19	BMRI	ASK	8	5275	2964100
59	2025-12-29 11:02:19	BMRI	ASK	9	5300	3235000
60	2025-12-29 11:02:19	BMRI	ASK	10	5325	778600
61	2025-12-29 11:02:19	BBNI	BID	1	4300	133600
62	2025-12-29 11:02:19	BBNI	BID	2	4290	859300
63	2025-12-29 11:02:19	BBNI	BID	3	4280	506800
64	2025-12-29 11:02:19	BBNI	BID	4	4270	836800
65	2025-12-29 11:02:19	BBNI	BID	5	4260	168600
66	2025-12-29 11:02:19	BBNI	BID	6	4250	601600
67	2025-12-29 11:02:19	BBNI	BID	7	4240	177200
68	2025-12-29 11:02:19	BBNI	BID	8	4230	141400
69	2025-12-29 11:02:19	BBNI	BID	9	4220	241400
70	2025-12-29 11:02:19	BBNI	BID	10	4210	115600
71	2025-12-29 11:02:19	BBNI	ASK	1	4310	361900
72	2025-12-29 11:02:19	BBNI	ASK	2	4320	459300
73	2025-12-29 11:02:19	BBNI	ASK	3	4330	171100
74	2025-12-29 11:02:19	BBNI	ASK	4	4340	323000
75	2025-12-29 11:02:19	BBNI	ASK	5	4350	547100
76	2025-12-29 11:02:19	BBNI	ASK	6	4360	141600
77	2025-12-29 11:02:19	BBNI	ASK	7	4370	218500
78	2025-12-29 11:02:19	BBNI	ASK	8	4380	284700
79	2025-12-29 11:02:19	BBNI	ASK	9	4390	404800
80	2025-12-29 11:02:19	BBNI	ASK	10	4400	316800
81	2025-12-29 11:02:20	TLKM	BID	1	3520	426600
82	2025-12-29 11:02:20	TLKM	BID	2	3510	567200
83	2025-12-29 11:02:20	TLKM	BID	3	3500	1269000
84	2025-12-29 11:02:20	TLKM	BID	4	3490	1330500
85	2025-12-29 11:02:20	TLKM	BID	5	3480	1010800
86	2025-12-29 11:02:20	TLKM	BID	6	3470	1620100
87	2025-12-29 11:02:20	TLKM	BID	7	3460	1440400
88	2025-12-29 11:02:20	TLKM	BID	8	3450	380000
89	2025-12-29 11:02:20	TLKM	BID	9	3440	294700
90	2025-12-29 11:02:20	TLKM	BID	10	3430	258100
91	2025-12-29 11:02:20	TLKM	ASK	1	3530	1070300
92	2025-12-29 11:02:20	TLKM	ASK	2	3540	957300
93	2025-12-29 11:02:20	TLKM	ASK	3	3550	1890400
94	2025-12-29 11:02:20	TLKM	ASK	4	3560	663700
95	2025-12-29 11:02:20	TLKM	ASK	5	3570	1176400
96	2025-12-29 11:02:20	TLKM	ASK	6	3580	309500
97	2025-12-29 11:02:20	TLKM	ASK	7	3590	525200
98	2025-12-29 11:02:20	TLKM	ASK	8	3600	1879200
99	2025-12-29 11:02:20	TLKM	ASK	9	3610	113700
100	2025-12-29 11:02:20	TLKM	ASK	10	3620	197200
101	2025-12-29 11:02:20	ASII	BID	1	6675	322400
102	2025-12-29 11:02:20	ASII	BID	2	6650	678200
103	2025-12-29 11:02:20	ASII	BID	3	6625	158900
104	2025-12-29 11:02:20	ASII	BID	4	6600	902000
105	2025-12-29 11:02:20	ASII	BID	5	6575	37500
106	2025-12-29 11:02:20	ASII	BID	6	6550	92200
107	2025-12-29 11:02:20	ASII	BID	7	6525	125300
108	2025-12-29 11:02:20	ASII	BID	8	6500	418600
109	2025-12-29 11:02:20	ASII	BID	9	6475	80900
110	2025-12-29 11:02:20	ASII	BID	10	6450	408300
111	2025-12-29 11:02:20	ASII	ASK	1	6700	1041300
112	2025-12-29 11:02:20	ASII	ASK	2	6725	424700
113	2025-12-29 11:02:20	ASII	ASK	3	6750	776700
114	2025-12-29 11:02:20	ASII	ASK	4	6775	465500
115	2025-12-29 11:02:20	ASII	ASK	5	6800	1422000
116	2025-12-29 11:02:20	ASII	ASK	6	6825	176900
117	2025-12-29 11:02:20	ASII	ASK	7	6850	555100
118	2025-12-29 11:02:20	ASII	ASK	8	6875	137800
119	2025-12-29 11:02:20	ASII	ASK	9	6900	1101100
120	2025-12-29 11:02:20	ASII	ASK	10	6925	142800
121	2025-12-29 11:02:21	UNVR	BID	1	2590	264900
122	2025-12-29 11:02:21	UNVR	BID	2	2580	708200
123	2025-12-29 11:02:21	UNVR	BID	3	2570	632900
124	2025-12-29 11:02:21	UNVR	BID	4	2560	485800
125	2025-12-29 11:02:21	UNVR	BID	5	2550	202700
126	2025-12-29 11:02:21	UNVR	BID	6	2540	112900
127	2025-12-29 11:02:21	UNVR	BID	7	2530	64900
128	2025-12-29 11:02:21	UNVR	BID	8	2520	153800
129	2025-12-29 11:02:21	UNVR	BID	9	2510	52300
130	2025-12-29 11:02:21	UNVR	BID	10	2500	479200
131	2025-12-29 11:02:21	UNVR	ASK	1	2600	928000
132	2025-12-29 11:02:21	UNVR	ASK	2	2610	508700
133	2025-12-29 11:02:21	UNVR	ASK	3	2620	193800
134	2025-12-29 11:02:21	UNVR	ASK	4	2630	94300
135	2025-12-29 11:02:21	UNVR	ASK	5	2640	116400
136	2025-12-29 11:02:21	UNVR	ASK	6	2650	643100
137	2025-12-29 11:02:21	UNVR	ASK	7	2660	150200
138	2025-12-29 11:02:21	UNVR	ASK	8	2670	117800
139	2025-12-29 11:02:21	UNVR	ASK	9	2680	191000
140	2025-12-29 11:02:21	UNVR	ASK	10	2690	278900
141	2025-12-29 11:02:22	ICBP	BID	1	8200	40000
142	2025-12-29 11:02:22	ICBP	BID	2	8175	54400
143	2025-12-29 11:02:22	ICBP	BID	3	8150	130300
144	2025-12-29 11:02:22	ICBP	BID	4	8125	187900
145	2025-12-29 11:02:22	ICBP	BID	5	8100	203600
146	2025-12-29 11:02:22	ICBP	BID	6	8075	109300
147	2025-12-29 11:02:22	ICBP	BID	7	8050	186900
148	2025-12-29 11:02:22	ICBP	BID	8	8025	213300
149	2025-12-29 11:02:22	ICBP	BID	9	8000	349800
150	2025-12-29 11:02:22	ICBP	BID	10	7975	40400
151	2025-12-29 11:02:22	ICBP	ASK	1	8225	58100
152	2025-12-29 11:02:22	ICBP	ASK	2	8250	82300
153	2025-12-29 11:02:22	ICBP	ASK	3	8275	40700
154	2025-12-29 11:02:22	ICBP	ASK	4	8300	22300
155	2025-12-29 11:02:22	ICBP	ASK	5	8325	20800
156	2025-12-29 11:02:22	ICBP	ASK	6	8350	109100
157	2025-12-29 11:02:22	ICBP	ASK	7	8375	23300
158	2025-12-29 11:02:22	ICBP	ASK	8	8400	143200
159	2025-12-29 11:02:22	ICBP	ASK	9	8425	40000
160	2025-12-29 11:02:22	ICBP	ASK	10	8450	88900
161	2025-12-29 11:02:22	GOTO	BID	1	64	382358900
162	2025-12-29 11:02:22	GOTO	BID	2	63	1205749600
163	2025-12-29 11:02:22	GOTO	BID	3	62	860321800
164	2025-12-29 11:02:22	GOTO	BID	4	61	441168100
165	2025-12-29 11:02:22	GOTO	BID	5	60	356670500
166	2025-12-29 11:02:22	GOTO	BID	6	59	243141100
167	2025-12-29 11:02:22	GOTO	BID	7	58	235997700
168	2025-12-29 11:02:22	GOTO	BID	8	57	134210700
169	2025-12-29 11:02:22	GOTO	BID	9	56	118497400
170	2025-12-29 11:02:22	GOTO	ASK	1	65	739761200
171	2025-12-29 11:02:22	GOTO	ASK	2	66	407761300
172	2025-12-29 11:02:22	GOTO	ASK	3	67	187887600
173	2025-12-29 11:02:22	GOTO	ASK	4	68	218667800
174	2025-12-29 11:02:22	GOTO	ASK	5	69	166990600
175	2025-12-29 11:02:22	GOTO	ASK	6	70	239728600
176	2025-12-29 11:02:22	GOTO	ASK	7	71	140808500
177	2025-12-29 11:02:22	GOTO	ASK	8	72	172262200
178	2025-12-29 11:02:22	GOTO	ASK	9	73	1068910400
179	2025-12-29 11:02:22	GOTO	ASK	10	74	242343700
180	2025-12-29 11:02:23	ARTO	BID	1	1970	112400
181	2025-12-29 11:02:23	ARTO	BID	2	1965	143600
182	2025-12-29 11:02:23	ARTO	BID	3	1960	158800
183	2025-12-29 11:02:23	ARTO	BID	4	1955	110100
184	2025-12-29 11:02:23	ARTO	BID	5	1950	249600
185	2025-12-29 11:02:23	ARTO	BID	6	1945	39400
186	2025-12-29 11:02:23	ARTO	BID	7	1940	208900
187	2025-12-29 11:02:23	ARTO	BID	8	1935	8600
188	2025-12-29 11:02:23	ARTO	BID	9	1930	68600
189	2025-12-29 11:02:23	ARTO	BID	10	1925	8200
190	2025-12-29 11:02:23	ARTO	ASK	1	1975	37300
191	2025-12-29 11:02:23	ARTO	ASK	2	1980	120800
